1.472585922059587160e-01,5.271452336244245723e-02,1.063435192366264105e-05,2.103076328129684666e-04,2.591127196270554098e-04,2.621051616507287605e-03,8.503738033938818821e-04
1.345159221373830359e-03,5.206644973906456204e-03,3.752079791131317926e-02,1.447177786915471165e-01,1.284201535380737687e-04,4.367088527747814940e-03,1.754693723812510023e-03
6.087749575600304858e-02,2.308998069173470724e-01,1.109917176498877341e-02,4.069255834146224236e-04,1.148302401184836535e-01,1.333700239590844269e-05,5.692455002257856139e-02
8.173345081486567756e-03,1.462186458767001686e-02,5.489846135658309721e-03,1.755495842924596804e-03,7.597475615634880983e-03,7.639874873176413783e-02,3.791783622930208764e-02
8.231375953905906498e-03,8.972259618450165175e-02,4.246074306114411279e-02,8.024744999865261741e-02,1.074370351281058334e-03,7.429949184164375952e-04,4.078903725013936082e-02
2.495365345859096393e-03,1.157306166780856967e-02,8.067367824718717217e-02,3.383099210676280416e-02,2.730973810997858187e-01,1.000000000000000000e+00,1.680817851800417428e-02
1.615577880634109674e-04,4.569796370297167813e-04,2.918617813392092482e-03,1.015936460138168506e-04,3.402715042687867730e-02,2.416745470168120413e-02,5.342612042522887610e-04
1.118722168933967455e-03,1.206275498978270303e-03,7.092230746146980288e-04,2.512927057393189124e-05,7.198084601149601011e-03,2.259740521755131929e-04,1.062498023726622274e-03
1.790355240345441884e-02,9.706953365430155689e-03,8.303539211632010933e-03,3.001194543718269103e-01,4.252415554973687506e-02,1.026783441700847201e-03,7.862257908788642313e-04
1.565255459850766612e-02,5.454961952090881753e-04,1.612650203682137739e-01,3.493454510633209765e-03,1.860118347924222607e-02,3.142308625671200173e-02,4.130263531348415582e-04
