2.167758230791513863e-02,1.986090662177464328e-02,2.987257353232368809e-02,3.325055170497677980e-03,7.827687559996080596e-03,6.963915643149877314e-03,2.513577209628917175e-02
1.334712255720652821e-03,2.341989275098549372e-02,3.067500783708868722e-02,1.633346962465677399e-02,1.221497164867767812e-04,4.861408997436810625e-02,2.119970351262376665e-02
1.211556451501721865e-02,5.683829202902127876e-03,1.374731713616596934e-02,5.863334982524455669e-05,3.969191509818168916e-05,3.176043325996955047e-03,1.306476704455196078e-02
7.291854395886001455e-03,1.461351356921890970e-02,2.050978760788763414e-02,9.753531432109601102e-04,1.307795972007067429e-05,3.847084126502288426e-03,9.976686304431471586e-03
1.446470765984551182e-02,3.668617134158645710e-02,3.253753959741730040e-02,6.555713572221385198e-03,1.964876448964030398e-03,2.189976894335536953e-02,3.480142623076078190e-02
9.999398337796679571e-04,3.771324587725477517e-02,6.382118273017408586e-04,3.710108424359309653e-02,5.343816740696054335e-02,5.272072981099398259e-01,2.369717237957155373e-02
2.251671643054067688e-03,3.464871976070272447e-02,1.860643966695358677e-03,3.290764248765906154e-03,1.242131566449840643e-02,1.853278660334800321e-01,1.465208237477857653e-02
3.096177711238410485e-03,7.857639229106535585e-05,1.220858981576071652e-02,3.988877931178249139e-03,4.029421693367818066e-03,8.115637775739252546e-03,2.341843915934439108e-02
5.014962648961411064e-03,3.138355554477582996e-03,3.893478700676725971e-03,3.501001133700932600e-04,2.274498832502953687e-04,4.017059352562732388e-03,2.450752442267029908e-03
6.863349220347137218e-05,8.864778471161773032e-03,4.336230797730531751e-03,4.681963759499786011e-04,3.637338809986052606e-06,2.451969251504123801e-02,1.767438846288065749e-03
