1.217098569622786404e-02,5.745785198416744621e-02,1.277781013936453436e-02,1.659224476872884222e-03,1.088248834046537904e-02,3.669815467626798711e-03,3.320213386974406322e-02
2.446084011999122027e-03,4.651745264813825047e-03,5.188015318112345481e-02,6.017184233695686835e-02,2.182594960614240057e-04,4.419268934518906511e-02,1.664578929061229576e-02
9.289158262644474362e-03,3.511236592682739216e-02,6.695638935494628574e-02,1.584686489424157966e-04,1.410017725948534140e-02,1.335246156840059388e-03,9.825315857987142187e-02
5.248887929921982123e-03,2.867793146617709284e-03,3.973014029169076589e-02,4.892862494814252498e-03,7.107908302283761845e-03,4.623262616177874207e-02,1.706816825175077115e-02
3.825915939160692619e-04,7.832529414853832406e-05,3.973746869532875092e-02,1.590349968669021964e-03,6.366855008183958976e-03,1.774926311169165369e-02,6.287918244124963973e-02
7.487794454437631279e-04,6.784991500155533595e-02,1.466437822275376383e-03,1.397693617247974069e-03,5.398644218866432108e-03,1.000000000000000000e+00,4.353989186213635607e-03
3.228254093326370674e-04,1.806878364111938343e-03,3.997896930198196162e-03,4.284816991084721284e-05,4.569247471657619098e-05,1.560139921985632949e-01,2.998645070437041052e-03
2.607938339238799821e-02,1.540145461038147645e-02,1.802939358190533067e-02,2.643369319212676705e-02,5.926661269892587180e-03,1.639502780827045150e-04,8.274914312987156776e-04
1.558852731271448454e-03,7.266501943278540210e-03,1.914199925976125313e-03,3.919419222608804682e-02,4.705211497231970297e-02,6.072435957373792381e-03,2.362050590598258022e-05
5.145879045641558146e-03,4.321860863262633537e-03,7.076457332813768097e-02,4.975832640156887914e-03,1.721009959239828274e-02,3.393986133300038593e-02,6.903829002001872842e-03
